,Hashes
1497789606175019014,fa51875bfe32a3ae5cb720564afb58e7
1497789607420780544,ed9941636d8ede8faba312f6238820e1
1497789609387962370,7eb8dedf122b1d2a9d020a650ad3b771
1497789610054885384,bb434a7b622a68e18bb46850011c7ece
1497789610214240259,5e2a06021c548717477894bf53b5abf8
1497789614186065926,fc14cdc1b47f2a1ffbf5a27d8ad0ed0a
1497789615343915012,4d20ee930fd67d4cc7b4f58dbdd05ef6
1497789617625616384,40908f1d19080de0fb11323fcdc2ce95
1497789623560335364,5ac86725cdda772e921e0a7724979058
1497789624428675072,9a1a8badb23903453d9e2579c7e4ccb9
1497789624734859270,ef0b043a74d2740af06b22f8e5ae2a38
1497789627603718144,aeaf54a113478f3ce7c140d779f91d0e
1497789628925022211,777dc4549e96968a90facc5dea87049c
1497789629784854532,a983f3a73ad0920fc889927b8536407f
1497789632578265088,e5fb3eb7e6f392366e48bca949d33cce
1497789636848009217,fdefb7fd92dfdf98c157478c58c7aee4
1497790273866317832,adb4a5f93711cd6eaf4cf2ae9320232b
1497790274323755010,c0e1f51ed1086920e3da773283366b10
1497790274839334912,c2143cef819c0920e78f03d73380b43c
1497790275032612866,fbf15c43df3abcf5668c7cdf45f50062
1497790275103727620,df8cd9799b0ea9e94b2ac7e549d60e5f
1497790285245526018,b5b370ab5255794de6e8ec2ef739b6af
1497790286361206784,ec19ba15c53f4878c87f127dfc79e5a3
1497790289733292032,f42ddd499a3396aa03552a2c53f83f8c
1497790289804734464,f04c7680cb61d4ab8813678afaed697e
1497790292908331011,89e5abd72584d12c93dd569bf082632b
1497790294305255427,fab1dc21734d51fb1cf84876ad272e41
1497790309471764484,1b769d3ede800cb56aeae7cd65dab79c
1497789564756369408,d598109914fd9cb07bf2d636832cef20
1497789566534647810,2581054455050b0ad26870c0541b7259
1497789566853517319,ce8a7efd7fb95262c139e1d42eab5879
1497789569147842564,0af0a741615e85f6c366c7412f45c2b5
1497789574340231168,5772180e7b7d299f0200c16e21421815
1497789575212584960,e84086c653b116a5d88d9c8e562679d9
1497789576219344896,def30e6fa16de2d3ad87390b4c1feb39
1497789577725104130,e473651078fe82adfc36f714943549c2
1497789580761780229,d3822e39b557aa7347ff406faae3fedb
1497789586910887937,b1521de55139b97d258f83c34e1c0c40
1497789588705845250,ebc88a2265c4fc271242fac70b613d09
1497789589964079107,1bcc3afcdd4882a1c8c9818898f479f6
1497789597744615431,ac05861830979fbd64ea285c32c80cff
1497789599845785603,87f574017ac7b9aaad4a565ec48805cd
1497789602375122944,ec1b01967732c5fa4593dfcae311b76b
1497789603239002112,6d4cc0062d0f65638fd2bf3bba144b2b
1497790357907509250,f2463c92122ef66b880488a46620b3c7
1497790358679437314,a0051c823f08a7b65f49a5cd5e48812b
1497790360474505216,a4a94fc8f7ac3a52d5084eb8b71117e3
1497790361397186563,e8a883d5319668882b8a5faa6e3798ab
1497790362471243780,fb74dfaeb90ef74567afdffcae2afd9f
1497790365117648897,c75e7b38518bcaba67d6e677560875c3
1497790365184704513,56cff3dad3c401cd1bf913b9e537a4ed
1497790369718747136,e771f0aaea8635feb7ffe2d446bc6b86
1497790369718845441,f270852311e9cfe4dcfa85c07b077765
1497790369735475207,de88377afe398950220fefdde14fd352
1497790373003145221,8b182089e7d2684e5922d5b0ba01074c
1497790382524059650,322dfbd22fa4318686a6351cf5569301
1497790384155598850,a919feb794e53dd0f11d429922e80bdf
1497790387036950529,550a823997910f9129de1086700c05bc
1497790387691339782,9b1b82f6eb6beba9533bd1f940844139
1497790389868245004,8e5a545d1da958b2f48f0c3135ea08e8
1497790976739397635,e49bec3c4d1b2eac074fabd9242fc306
1497790980581376001,4e1ed7f97edbdade1426e8fe42cfbfc4
1497790984339533826,de617507c37d235deb0c3db215fcd3c9
1497790987141144580,034c33b7d00bf5713eea4f76813e56ca
1497790991041843200,082f02160852ae5f7cd9bc5e4970f73d
1497790999283871753,bfa9cb63e486716887d98fb5ce2ff4a3
1497790311044886528,2e06e5903e610fba85ca83071168e14c
1497790311359459335,f03f33c4fcea18de91ce68b42341e22e
1497790315251466240,a06e52470199be104229b305ea35693a
1497790315800977410,195e0f4f2d9a273b25424f7f90137b08
1497790317638074369,191fdab60227963943c0d99881ed0d5a
1497790319479320580,7499d7ca04661ef0dbc63abca091c79e
1497790320767029251,5428d7879dc98a9050c629d7f90a17ed
1497790322344345605,b4fd33f39b0713ff226a0555eb17ecbc
1497790327322673153,0fac8e14aeea80a5554bbfd35f689537
1497790327549267971,7c3df7af924faf056c64fb68d0831633
1497790328786460684,0fbc4856cf2885f38603f9fde1a32a2d
1497790334088228865,32302b7fffcda392a27f0026cdfd978f
1497790335203700739,80265595174edf1537a8fbaee48db1fe
1497790339213631490,3ab7f5f95ae30ebac8f3d597ec75e5c4
1497790339788120068,64229ecde3e951e741f2a0528e4e9413
1497790341889544192,cca4cbbadcf71ddb93f2a4508e91ee48
1497791069559435264,0f77a035ee7ffb1296dbb360710b4f33
1497791072092581891,11ea28e3eae062df66384cae4d55cc0c
1497791074466676737,e6a11e35cedefc1f32070fa5eb34d611
1497791075410448386,323149c530a40c7a7949d344b32523ff
1497791081265905664,063752c3332ab90c8e13113383246a46
1497791082049978371,a307eeeb7436c750b6ae7e3ea87ebec0
1497791082851184641,da26d4ed6477b41c3099027924708bb6
1497791084290015233,ed3e0339452483f727ad4673abffd7d0
1497791084986236928,f8146d6a3c0c11a38e154a87f273a58d
1497791090568667137,b6164723751f5a306ed28c6832be650c
1497791091210600451,3976e50b78687465cd45cd3cedf764b5
1497791093118844933,1e69b1059f7df37ceb24c20744c4476a
1497791100433702912,b2abc03722f83fa3f4bc96790cb167a0
1497791103394881538,d3f8516d72d087c53e137fdbdce9be95
1497791107429969920,2e5873200271778d0e1c0fc3cdbd7dee
1497791113775644673,62515433126193b7d621debed5992df9
1497791734230941701,280d45a904f1a4e195fe95ee2f202ff9
1497791735564357633,d03a0521be1ad86e6c966247e97ae30d
1497791740589187073,5d080507edcda550ab05244806d250be
1497791761741410304,bf24c2fb9fc1045ea9de5d1f37e039de
1497791765826310148,0bc71ddcca1899b49429482917efb195
1497791771488702466,78a2cc340711f059d638362374eba6fc
1497791771589451780,c5bf9f62bfb6dcc231fb273a13c1c668
1497791778216370177,9a279bf81378aaff2838454693d02e96
1497791778673602561,9ad9a9a496990b3506e198e3cd935817
1497791782679048195,fb682344c1d888f46c2f33ec1560603e
1497791800312016896,cff335f82b0eb28de18ba8f36cb64e1f
1497791804330102786,d261a8c576dffeeeaf408a52d3685716
1497791007961796612,71a9c8c44a6be34c0a63463f14f18525
1497791011850014720,69f7de85732eb34451a9efb34276f649
1497791013225697283,eb95f0208dde89b8df67d19c47c12c33
1497791019252809729,2e1eb9e0191d1e90f3d35878cf48db15
1497791020116807683,3978fe37c502e934312bce706fe95493
1497791023145046016,a5f2ef4c8713be5c9263e19c39f6d321
1497791037686697987,43f223fe8e4c1d0d6c8956596b08dc66
1497791039356256259,e1557800165430cac2e21853cdf49f05
1497791040870301696,c376fd6e19782d2aee2772bfa3eacd40
1497791046574432261,1ba5d81bede9320a50dc200eaf868987
1497791047757623297,16030c5717806a6d7cc2307f11a7d7f4
1497791048378384386,0479832e84d22f131a1a6274cd5ee917
1497791052631220226,3b7b391d7e96edcf54f4bdeeec86971b
1497791058817736708,76666458526da09748c3cc4399555292
1497791062055829506,cd94500ee5c2eedaf51da6864a489678
1497791066426073094,e50b3f8c6dd0ce13c29d51fecff48e84
1497791809229045764,ca1dca7bf67122b93e1a80c386e6d526
1497791813469364225,575e00e0390bc96c52ddc6c4deddfcd2
1497791814321033220,066bba33739e936e0a385d24657b6fb0
1497791817135312899,18a274b040480482036a04556a1e32e6
1497791818364329984,aa82ab9414a18ab46eb193e0f554dbc8
1497791823858728961,06bf656d6f561169ae1828d08a84848b
1497791826941513729,0ae69acc22bee1d5593821b899650fe8
1497791831228264453,4b3b656fac91b8cee407bf095e04744a
1497791835845976076,4eede916f6b441880258875364e47c91
1497791840225013761,4a92b55693814849ab355a44758678bd
1497791841911164928,b9b527ce133bfc925225a40b53387e40
1497791842305429505,696e08d4c486b6a823300146239e05c8
1497791847443275783,2d7d3ed0fff0f1dd8a5ae789ad24e905
1497791848252903425,4b881d5926337dd79db2ce6acf1b44f9
1497791849750155268,8484d1ab29a8d1589545da655939f95b
1497791855165345796,2f659c01ce0a992e3f9928f86c55f5c5
1497792550807162880,f2b3cc76cad5737391029eed3ebb6595
1497792550895337477,015621db121dd74409034e1d86faccaa
1497792554187776001,33bcd1aa502df9b7cfdd30c22dcc61bf
1497792561125085187,b31ae264f10b5972759228312b851b27
1497792565982412801,031e5d7467af77aa87e40ae857e439af
1497792570000171012,1aaa075958f0a057f9e3f0badd9c0f43
1497792572818788352,98379efc44ea8995a7eaf6f31b55cb97
1497792574370758659,df79ecf0340ea38c0dacb96eedd952d3
1497792577911013378,f15e51c409eb667df84c261130f7c983
1497792579319971842,b840db728b5bc7a7bfb2d52b47120463
1497792580695859200,8b8897868620aa32ffd92472199bcfbf
1497792581622804487,c2013f144592b0560d5538d586150f74
1497796430643310596,3a7cb208094bc4cc544c3f00bd12c398
1497796431117172738,bf3f4862f655131f05d29aedf958c72d
1497796432459628546,4b1a3cd82c504e20c6c10311d7157702
1497796435164610562,e4ac93dce8591fa4ad7cac0c32392b79
1497796437072957440,b240433e8e25d45f93daff1c24efd2a6
1497796437790314501,42145c9ff868c5413dd52d3c38421b05
1497796445117812739,21f0b7d476a7b1c932d8b5b8c2b219d2
1497796445453357062,2918cf1cfb4b104ccb304e286e40c21d
1497796450004123651,f41091250fb47a8d6ca84c6850f2ef51
1497796451392376835,2a7972143ec5d6e3c8e866b476bfb23c
1497796451921178624,8f9c9d817658564ea4e560161818c26e
1497796453032284161,61be4f897e8f312c512ece408da0dbbd
1497796455884636162,4bf994fde7f95e90eda247e34a44df45
1497796462637424640,90d83c6cb0bd64550594203349c9bdeb
1497796465585840130,55bfc4b7f1a07a6ba2e5daed8f296758
1497796465909026816,fd8f82cf5c76d09b00c43edd8c7fd205
1497796469574750214,7c3279fc307d5a5fbf1b5ceb89983b51
1497796473156608009,9d98191c1332f97efdf5b42a62624c63
1497796473723170816,58e543a8f8b223ba84b08294f36e46e8
1497796474041733125,3af88d7bf9c1843d5f27f4a8de12a153
1497796477648781312,a9f270912d9a3bdfff187c8b1f4a5722
1497796478286249985,e4451d4fd16e8be3280d508a43b80600
1497796478680858624,0279e8c3d6ba77e4fafea61d1fd5c4f3
1497796481629270020,69d26e2d8738ac972fc351c4d028065a
1497796490437275650,bc50f383de6bca429fef3b54575b652d
1497796490575548416,2ce360d566d117378cfb5d00cdbd4f94
1497796491192197120,7361ae8ef227adfb922a5b2e5cc1926e
1497797033700253696,f4b56d5dc213e7029a4991f2c1da2754
1497797035189170178,ad13652d7012a9324b1a218a3499ba45
1497797037772853251,e1f5a685f31100f258999de350a22c7e
1497797041296007168,6fb34f1a1938c3f49085077a9c1135b1
1497797042697080833,61deb9ba856622ae6b3a960ab800e575
1497797109705330689,aa83d745e5720f1997028ff37a729f38
1497797113161433091,48d2555c77218d2731c50f5dea6cf83c
1497797113706549252,54c8a83eb529886c89cbb4a901b37ad4
1497797115623481345,0731c3277793b80cd10fed6a7935fa24
1497797115879243779,03692a6cb316f3335ef60b68f8e8bc79
1497797121877106689,37b2fa8c811ad970f319689e3a9bddfe
1497797124729102340,0df0ae1eb8209c677e3f051fd0d7a525
1497797125572161540,5cc52b2104cd48ce7668ad3d24f095e2
1497797128437047303,1206a6611e8d180a46b278e887dcaca7
1497797131641700356,64d6b06a0effa54cf97b507b7f7d2032
1497797141959524352,a0d4a2a0dbc06761154f8e2575fdba1f
1497797144484450305,5a05380f1789cd6a4e3cd0f2f77b7205
1497797149245026304,3372fe671581cb98fcf4e74fb0ec257c
1497797157126311939,50806be0ec4ffc883eefde5080e43743
1497797160514899968,bf422f2391c18fd4b6e28b9dec81f95b
1497797162511396865,86c13db6c3a9f8e3fb3d0ff29b2fac7f
1497783868250013698,ac68b7d2799ef4bdf3a90e246b28b925
1497783921454379013,c1f0434e094e96233da89cb6a7b1a9bc
1497784744574078981,01084e1ec55ebe21d629702ac1d3ec7a
1497784782217834498,5857c2bfc64ed9b7843139d375745b25
1497788871681130504,ceaa4805a1c790ba9b354ae0a94b672a
1497788908842590209,823ef48aa794db4c6ef0095ff4c5770c
1497789562139127809,ee0edeb5a9bace928eb100eb97c68888
1497789603553562624,9ed8ccd2966fd0e744b31ef757444d1f
1497790310490914817,a06667b6b7b6b8afb2b8ed03390cef3f
1497790346469773315,e0a790306d31c1644fdc65ab769956bf
1497791003058896898,d0b48bae460386d50c8320e4adbc64b5
1497791067894075393,13b95b4cd4e3b31d1f8795d3c5284b02
1497791807853404162,7b17a181e8dc8f221e715d443538028b
1497792547913179136,6f212c84c3da63328d31f2f58c1310c5
1497796452986208257,5af34bc3918e8a0ff62bd91087f83d4b
1497797047667535873,1f64a84f8d490abd6dddb9d15d86b3d5
1497797053442760708,cef3197013d4911bf7c91c0342069432
1497797063106613249,800b5e614b95a3afc6c71bf1d9b8e569
1497797064914178048,16c8b229f4dea606954826d29d1b350b
1497797072619290626,cbc188a0714afde75007b72e49bcecb6
1497797072665284608,6b41fd26c00f12d58b3c10496ec9556c
1497797079229505536,6a9c1d5000896794341642aad4a337c7
1497797081678897154,303550a5b44a26fdec9e3806c61d2fc6
1497797087622475777,706e017287554ab0762589e702e7d7a6
1497797091334180864,7689b7ac8d27689dac727348d8d9b29f
1497797095549726720,6a31be3a760245c7c433717bc5d823d1
1497797100557508614,5d556b4b4801b5a90b5c4d64f9e8ac97
1497797101836804097,957168226fc4a7d954fbeb149a721858
1497797104026066945,8759ce98b5ecd9e7f4ce48543cd7c92d
1497797105083207681,dd26ea7f2df0e8dfb0df5f2618af1c74
1497797106114912257,43c5e02f2b5ca21116fa34d618c163f3
1497797819608231937,04311c41fd66a13f80b6be08ab007313
1497797838687719436,fc805263470f982eb693e0e43c0d9315
1497797839929307140,08c56bf591e205ebc83a3cdc4b33a5fd
1497797848988979204,a62a40a6c1388b844154b7d74536b21c
1497797853900681218,ad779c191d95c9c3e3177a8eec0de23d
1497797854106165253,95fa5bb21e9cec1ac526824adc344574
1497797855137857544,e3510f9f10f03231e391252aad81f225
1497797860758278148,4893ab0e48606dd1a533de693264de0b
1497797865036345351,7cee52d6e3ff1afa70a99a4ca4193756
1497797867498528772,eb8c1e34a76e013c9f5cc80cd894cd66
1497797867779629056,62516bebc2a901cc8b3cea14f000bfd7
1497797876830797827,aa12ab92b2a423b661feda0d4e32b53b
1497797880031162370,f05d57aa83bab78e2c34cbaee2572c37
1497797884401623041,4ab166d0734112213e71af931af22fd1
1497797890428882945,bfa951f762f66480dd530c00288d0d1c
1497797896556580865,8511ea7db8b8f920f5b4ac4a9f9e1c23
1497798502960750592,3b5a401bb60835f1105df9733d967990
1497798503984152576,2fb26dd5bdbb7346832758cc11195517
1497798506735538176,5013ee0bef2ba536a503372adc09f4a9
1497798508098691072,5d77bd62d4b65a5793480ceb365bc1b3
1497797758056554500,8aa34a51ee4e00b45af9c14e3db4a602
1497797760635990019,02a3e70cf65c6b6e0302a7958ae5175b
1497797781469204481,ba4eefd1e8ede9ca445130b7f90f94b9
1497797783134162945,31ccd03060a9bf92de80c113f8626c91
1497797783973097472,3e6e81108aa9aad80bb0963cfa70727c
1497797788528263171,31f8215c6535e95a370d294f62c30c37
1497797792852590592,51cf744a8689d88a7fe95030bdcad86e
1497797794068766720,9712047dbdc2db0c19253ea9713b9e35
1497797795738230786,037acb4ecd53a94a1006fa5e8f280848
1497797799798214658,bea6feaa0e10dcb48998592c473b81df
1497797806672982017,af71833ede5ab56e2afceb790928cf11
1497797807834808321,091c1e2b3088f3b5a0f9138b6f1ab235
1497797811618062337,e9929a1213b66300df63c08088b1ffec
1497797813396467718,c9a4649d21f3679d43e6a4a683e63d41
1497797814264512512,fe9df66a03296ea981ca883076295f3e
1497797816286023680,31083c01ccb7f2e61882607d53f301be
1497798616844546049,bfec5177b794605c78bd529c6f419ac7
1497798618555858945,e1df945c02a3f6a3fa375ac193616568
1497798619478765573,dbb298946e335975b2378481cc71782a
1497798620145340421,7e37967295d76ac15e36f9ec4073451a
1497798623786008579,ab1c0727b8e83ae819d4dab32e093810
1497798624734060552,fcd10fc4305aa6f476eafbdd8207e40c
1497798626973679617,4480864a5f916d7e70945363f09ec132
1497798627078586370,e7a79b736239e7590432e9313844548d
1497798632703086594,0bceea28004d6e09d03d10e103025348
1497798638050983940,8ca58f0e0bdc846e2351128b85a6f1e3
1497798641506996224,da5797e3cc4a9d56138fc203fd2c0464
1497798643155415040,2d2b1c2188cb124c8bf22608b495803e
1497798646703685633,e5fb25536393e3751eb4c7ac40bc8199
1497798649212018692,9c66d5f31af7ee175009f018befad433
1497798649266556928,60d7288324e3f3dce44325690f5b513b
1497798650461765633,791a53a528fe83ca682fa8867bebcca7
1497799249819574275,54b4b8117aa76e67fdc3639c995d05db
1497799251195461635,7ba17efcafe2a08095d66094a87eb5c9
1497799255406219273,ec39fc8b78ceda3c97efefa7e880d6ad
1497799256287191046,aba27464a02f3e7d9cf99504ebc2e8dc
1497798528114245636,30c067c8b56fd62d976cf522d01a528c
1497798539384086529,3ecbad49c375c7fc431a6cba79799135
1497798540239810570,b1590ce37c79972a7eb445dcd2ee923a
1497798542706061313,fffcb06618455eac85640a5670729290
1497798547202351106,8959f0ef9862e7f9cf3d6f00b5875ea1
1497798550591320068,e04aba231ad558fb1942b4f6784279ea
1497798558518448132,a5da5fbaee0f7d65ef3a576e60868fc3
1497798559965528065,ce5d25bf0fda665c9eedbcdcd6cc6045
1497798561169166344,9711233122863b7eb5f1ce3e7101adb0
1497798567108354048,023ab590a501aeeea08b38c9e60067db
1497798585349513220,9eef04520f87ef3cd0348541e9bd89ec
1497798593192894465,739ec0af59cdcb62832753d945be6373
1497798601241628672,df4e25f171f4e735f6fd4badc3093da0
1497798607805767681,ac94cc8d3d7e4255016fccc798169db7
1497798609999380481,e02670e037a0ab4e80bdde6df22e8925
1497798610267869193,195db0e6c37598bfa35d2b772364a92f
1497799341385289728,674619c0401493691fe1911e67b96fa3
1497799342345838599,d2147372c7a7246b4c8e613fb3363672
1497799342497087491,11595d50f5f628bacc177f8dc8a6399c
1497799343994249220,2923223268f970ea3902cd666eb023c0
1497799354635395076,3960e01d9fd48351843e454f506e862a
1497799354802794496,41a3db381ee4761e5f24270c03b6cc14
1497799356249874434,5f5d0c17f9231ac241d716a93160a489
1497799365263597573,93fcd8c7c082b36b8272046f08a7dc6f
1497799367532871682,63fe05391762b7255d83ba175ee0df54
1497799368199573505,e641973294846aa2c95476ca8a173301
1497799369017286656,5a06a2e0027e6c1436ff1f654549bb13
1497799369818787842,0ecd96a01dd312a2431d94ec7d22a874
1497799379545165825,173763d090fa1b7281e38a6a497f7f0e
1497799382254641153,5e824fde48de219a526428f24ba851c9
1497799383672401922,1b73dc0f560c50632ebcd01de3251770
1497799385450754049,a91dfd449fcf35757e2ec7f5aa9b69f6
1497799259952975875,2559603d8bf00f030e4aa19ced627fce
1497799266026364929,964e316602905c6aa8eb592242d24c56
1497799269054615552,0141f0cf360e65e78216b183c345de3a
1497799271340384263,6a4b9eb2b429ed076e94df7983921e65
1497799275455025152,7afe00d05310f07f9f407663acdf7d74
1497799275861864449,54c572aae156e9496eab28cbfb1fcb52
1497799278340849670,540abbb08caa41a9d4bac6151a5fd740
1497799279699714050,d7124138e7a6fa4f4e39f96314f8d801
1497799286762975232,12d93acf2234d0a82c91792a4a186067
1497799289011343365,f219918590012570064ad6180d8718de
1497799290114416640,5f8641b664d518afc5ccf597f4be504f
1497799294782484486,d7daba1b10aa4e041b9f0a1e6ba574e8
1497799304760627203,d574ecbc49c07ab202a802f463cd8295
1497799310079057923,786ad4b2c591be5e1b9a468ba02f4cb4
1497799322456535041,5c99252992da8d0ae3eb72dd5e0eb00e
1497799327837741056,9cdcd6579e0c1429968e69b93fa8b29b
1497800134884659202,56a64d6eeea0eeb38ce8dfb55e3875c4
1497800135065190403,bbbcd069651b63206cfea9a06fa93c1f
1497800135274868737,58aaa5787babe9ef09bbef048636a394
1497800136076017665,ab4c4d147d6ff8f849a724d4aca7bbc8
1497800139037188097,bd573ff3d6a2dd7f9013a037a8be2f90
1497800139804536834,caef6ef42dc1aa86ebb8dcbfa408b8b2
1497800143130685443,24b9b97dbdfd1fb0896414c97ed384b7
1497800144774995974,9ed1655c60012cc584a82f45ff2674ba
1497800145584652293,e95d766f2574dc0036ddb826884bf2c2
1497800147216044035,94319f8f971be05a873ad42606410a65
1497800154929324034,07fa188fc38aecc7b74ceabbe6c399a2
1497800158268235777,a3f39e5128123ca5e61c8e4c2238fb58
1497800160327483398,e2c67a161bdc4a2749d1f4f36d9bbcb4
1497804038779269120,36b8f2e5259653302f1778a143bea7f7
1497804038863134720,c0bee0fb178af81606916b74eba658bc
1497804043414306816,b8c7da868685fac0f059598a4f111f90
1497804043854704641,28c68e7de46a00db10b631f425ac67fe
1497804051312181252,8d29fdd86b85f2e71d780d1d42f2a7cd
1497804054806036481,bb7b747fe29d6ce7d61335ce799f7cc8
1497804055237824518,5c6b1372353bf770b0de93b92267e48d
1497804057020350467,c9d0d85374d5fdf718a786e25c75131d
1497804061478952961,3d53d82551c5acde10c196525d382c61
1497804061961240577,6924e4eec908fab3476e2c470c392c0f
1497804066734452740,68d9c4aabbbb4ecc702d62e4f5fddec6
1497804071843123208,2342ad2f472a538eb5139573f4dd7d12
1497804071922810882,a8693f1e3b48aede8bceba7a8024f2cc
1497804078679670787,b1bf93e642fe627b3433a0f7006f47a4
1497804078809694208,6e7bf2df16d6742f83d6a7888524cb03
1497804083729686528,dbe669601877da4c645fa99f6c8241cf
1497804089215705090,d700100864a636dca31bdd5968555036
1497804097256366080,f06e148cf600200aac9e29bf7bc19d37
1497804097793277954,33d3fab67cc52409ef5c2cdf1be98d9e
1497804100137799681,5e8005b9f4a3fae12fe8e89bb2ae646b
1497804102348255243,4cf07ea0a759d93a59ff83b6f6b8dd92
1497804102671249411,cecc4897704edb762ef4ac1b892db0bd
1497804113223958534,f2f292795caf8603118095d9df682731
1497804113589022721,f21e4356e72389e4fe7edf1ab1ef231e
1497804119972720642,cfd1289c33a0ac99c98d8c596e733d17
1497804121067470848,72b69274fbf70549a673bff5baf00cfe
1497804123961544708,31a3254824607a835e45e09a18729233
1497804679601958913,c369aeb28b8ab82d2692a92fb68cf5fc
1497804771721371649,56db64c81c99ac4b16a8c55ff871fb27
1497804772430204930,76c91a92b68e46078515458e63b3a3dd
1497804773768118275,53b1404e103469b753ddbcfda12e7c8f
1497804774514868224,86439910b46567944a54454bf927c780
1497804776372768773,da415c7a74137dcfdc0761c06e5aa1ed
1497804776570257410,f6b0760e444811e3e493e2a78baf4ced
1497804776888803337,8ebddbf17c7fd52e26b5928f0e8ccb32
1497804780873285640,298b49f979adc76783aa9526c19c03e7
1497804784845393921,03469676687563e2087fcd14300cc96b
1497804786195832832,38a51f2716e6db326f193be18d820a01
1497804788536430593,289214fc0027d0406ddc08959a3cce33
1497804792294346757,73963db0974d76fc8ed9c8df8013e4a9
1497804813643370497,b9d770809f0a18d3bc57db397b4b9af6
1497804817804185602,7c225a5947d06394797ed53b9dd44865
1497804819175776256,150f4998d37dcbb3e49996183833b28a
1497804819662139392,e3c40ae3403bc4988cffaebeb445697d
1497805425269526531,a2eb7c4c0bf89992594dd1001f5ca5ac
1497805425470996481,767e78f8c32bbd1059f846ea4660f4e5
1497805435553951744,5985befbacdb12a01468d499f2de1e72
1497805437093101571,c2f7c80c1b7e4fedf7202b07c2f68220
1497805437986488320,0bb07c86ee62f7767ff47319ac863506
1497805439077171200,b9d0a7aea3dc8c73894c912476a2919c
1497805443951136771,ae6d937f80e0ee40369234ca62723b0b
1497804696538521602,be0db659d0e1023ebf69193247df7f3f
1497804697675001856,f5f64455ecbdb9eea02497de85131b39
1497804703274573827,201e9f76a03dec04a911c8060144dae7
1497804705153572866,debf82834e60dbc25f7ab7d079623c7c
1497804706302898180,09ac1671b7cb664945987100fc822531
1497804711826759680,aa169ff46048302d3ee313ed76cf8b82
1497804712606789633,aab245e49007891b4a6a66f481e24f58
1497804724103704577,0f4d30aceeea21c6365fa5f689700dae
1497804735746912257,0efbbcb3afee39e546ff0f552d7a30ed
1497804737881673728,c255b9ed9159ac602ff8e48c73f11322
1497804738376699905,31d74461688fc66cef0c790ef37c534e
1497804749000818695,ded84d14a9a7382227da7de418c6c5d6
1497804749084762115,5f0660f8337f962809a10cc476557d23
1497804763819229184,930132695fa586395a8d53f4598d6202
1497804768235995140,c246bb3dde55e6c9ff03504eaed687c6
1497804769779408896,45d158323ec24518cd65cad5e538482b
1497805456563220481,24cc8ddf4d2ddd0e342e05af6a0a17b5
1497805459583033348,f934bd2bb96b0667614e04fab536a9f2
1497805465123708933,414a9cfe55803b7420d7233477364117
1497805465731878917,e6715c0b8cabb7d8834a80d1e2c479de
1497805469808828419,a324bb250f0db657f395336c182adaee
1497805471930937344,3b8fd17c051a43dd29cf542134bc8265
1497805482911834112,2a89355c63a2d9e083243c8d24bf4836
1497805509386125319,31ca34bb1395d4450467995b535a115c
1497805512146309121,6ee054462accf6c758a4209fcbc45f6c
1497805516524834825,3279b545cddd3ef98b0eefeeee30bed3
1497805519603617800,6460895e4456c0cf3729f6f70b03b3b2
1497805521893531651,8cfd3235df75a61ed51ab7988bbec560
1497805522577227779,fef53d1b07b58677ec7c2abbb17b19d6
1497805526314323969,abb02119483c4a214635c48e36f83c54
1497805530080833539,525dcf108bd1f196b7c169e76a1c396f
1497805541179023364,163d467763505cb5fa10cc85b78b8375
1497806143829258240,cbce75fa1c818abaf4cb2993b35d37e6
1497806151639089153,b709f035f37d1a485f16e4c97a6acb09
1497806161730408449,c9757523adeb46243f22c605cc1c2f28
1497806163202621445,8a3e4bec356f2f480923c7dd87ef5aa9
1497806164201209859,ab7c1424e78e4ab24ff7509ca04874af
1497806174724538371,582102a9cc809e15e5428dfef2ab4288
1497806175244636161,ec68dcb1b3daea54f18d3bdd7f223eb0
1497806176066494464,45b4a721fe52bea922adbf557ea7ff43
1497806178260246528,0a92babf6cf763b5cf3b6c11adca245e
1497806180151922689,9fa8065226447babed04a02846f6b1ab
1497806182001618947,72e1399f87761b192befb59992e039ee
1497806183502999560,5aeefa2a78651eca18559d955e4f9839
1497806184925270018,229603c6e483ec7fd6bb0b46ab6764e9
1497806186392997892,5b6dc0d54c781375e96c051d1ef77cd4
1497806191178575877,1c3589721512641b7a06df88ec6c66c7
1497806198166458368,8f4eb618c2bd3ba079a0ed1cd8c70926
1497806198510432256,8a1c91f7b09e3c3343e74dfc5abe35bc
1497806199315570691,63edf91944c10752db616cfc74dad068
1497806206085312512,fac8300eeab102710f38d68ad4000ac1
1497806208165507074,37b438a9e89dd4a355b318baa07804d5
1497806212615716865,67e7ee4d62f5cd4837fa2ab58c118f76
1497806218638741505,6c428a356d651a5cc0f6f5303b42da85
1497806221658710017,03b6fff7f91b1a2abbb1346963e19c6e
1497806225874038792,6a7f99fff46d4be9da5cf30abe3ac0ed
1497806228315152386,5b2c5b2eb77f603e5d35604706f01abb
1497806232782090249,add064d3e644416aa721390f1195b85b
1497806236284243971,efe37299c27a4764c5f981b56186b3f5
1497806239933337602,b541a75b232bdcb08e0280a0ef9f1b3a
1497806243842310147,1cf330cae2c13e89ffa92c1a55181ea3
1497806243993292800,167b420c6beb8ede65ef3de702de08fc
1497806244152631301,711622e3f5c6d1e90bc52bc3d8e7c958
1497806913622347781,5fc574875bb672f4bc80ff31502613e2
1497806919339286529,14769b96b5e8d40fa0b2eb446130b3e3
